product,country,correction_bnusd_per_mt_feed
dairy,LBR,-0.043634012807160616
dairy,LBY,0.07083041220903397
dairy,LKA,0.09901749342679977
dairy,LSO,-0.048744743689894676
dairy,LTU,0.17720437049865723
dairy,LUX,0.15584801882505417
dairy,LVA,0.16128459572792053
dairy,MAR,-0.029748723201919347
dairy,MDA,0.13444237783551216
dairy,MDG,-0.1451938860118389
dairy,MEX,-0.07909288257360458
dairy,MKD,0.10694334656000137
dairy,MLI,-0.0691961282864213
dairy,MLT,-0.1009395569562912
dairy,MMR,-0.05073004774749279
dairy,MNE,0.3729686290025711
dairy,MNG,0.025005582720041275
dairy,MOZ,-0.01637323945760727
dairy,MRT,-0.087498739361763
dairy,MUS,-0.0071341898292303085
dairy,MWI,-0.09611070156097412
dairy,MYS,-0.022356892004609108
dairy,NAM,-0.1104508675634861
dairy,NER,-0.15484029427170753
dairy,NGA,-0.11394229158759117
dairy,NIC,-0.14676085487008095
dairy,NLD,0.0796879455447197
dairy,NOR,0.17923830449581146
dairy,NPL,-0.03522516507655382
dairy,NZL,-0.01558620110154152
dairy,OMN,-0.024886522442102432
dairy,PAK,0.0592543538659811
dairy,PAN,-0.10166099108755589
dairy,PER,-0.08421042934060097
dairy,PHL,0.07088329084217548
dairy,PNG,-0.06928730197250843
dairy,POL,0.13413384184241295
dairy,PRI,-0.033413772471249104
dairy,PRT,0.06093322578817606
dairy,PRY,-0.08368222415447235
dairy,PSE,0.17423468083143234
dairy,ROU,0.22786731272935867
dairy,RUS,0.174935981631279
dairy,RWA,-0.04888936132192612
dairy,SAU,0.32846297323703766
dairy,SDN,0.0034579443745315075
dairy,SEN,-0.14837825670838356
dairy,SLB,-0.0
dairy,SLE,-0.12374669685959816
dairy,SLV,-0.07730820029973984
dairy,SOM,-0.08990785665810108
dairy,SRB,0.18269146233797073
dairy,SSD,-0.04458299558609724
dairy,STP,-0.012122608255594969
dairy,SUR,-0.05856934376060963
dairy,SVK,0.15472440421581268
dairy,SVN,0.1637730598449707
dairy,SWE,0.21033046394586563
dairy,SWZ,-0.15060795471072197
dairy,SYR,0.05062109977006912
dairy,TCD,-0.11108814924955368
dairy,TGO,-0.13856368139386177
dairy,THA,0.12267831712961197
dairy,TJK,0.39565983414649963
dairy,TKM,0.18953322619199753
dairy,TLS,-0.03422751650214195
dairy,TTO,-0.06109822541475296
dairy,TUN,0.09201457723975182
dairy,TUR,0.03995867632329464
dairy,TWN,0.21740031242370605
dairy,TZA,-0.07929039746522903
dairy,UGA,-0.12732930481433868
dairy,UKR,0.2524527981877327
dairy,URY,-0.0934850201010704
dairy,USA,-0.1909824162721634
dairy,UZB,0.2172955647110939
dairy,VEN,-0.07342668250203133
dairy,VNM,0.012889595702290535
dairy,VUT,-0.02776806429028511
dairy,YEM,-0.010690905037336051
dairy,ZAF,-0.12806807830929756
dairy,ZMB,-0.08217728137969971
dairy,ZWE,-0.4111810475587845
dairy-buffalo,AFG,-0.0
dairy-buffalo,AGO,-0.0
dairy-buffalo,ALB,-0.0
dairy-buffalo,ARE,-0.0
dairy-buffalo,ARG,-0.0
dairy-buffalo,ARM,-0.0
dairy-buffalo,ASM,-0.0
dairy-buffalo,ATG,-0.0
