crop,country,correction_bnusd_per_mha
apple,RUS,-0.0
apple,SAU,0.0
apple,SLV,-0.0
apple,SRB,-0.0
apple,SVK,-0.0
apple,SVN,-0.0
apple,SWE,-7.5
apple,SWZ,-0.0
apple,SYR,-0.0
apple,TJK,-0.0
apple,TKM,-0.0
apple,TUN,-0.0
apple,TUR,-0.0
apple,TWN,-0.0
apple,TZA,-0.0
apple,UGA,-0.0
apple,UKR,-0.0
apple,URY,-0.0
apple,USA,-0.0
apple,UZB,-0.0
apple,VEN,-0.0
apple,VNM,-7.5
apple,YEM,-0.0
apple,ZAF,-0.0
apple,ZMB,-0.0
apple,ZWE,-7.5
banana,AFG,-0.0
banana,AGO,-2.675038456916809
banana,ALB,-0.0
banana,ARE,-1.116786241531372
banana,ARG,-0.5006579756736755
banana,ATG,7.5
banana,AUS,-7.5
banana,BDI,-0.8039266467094421
banana,BEN,-7.5
banana,BFA,-4.465593576431274
banana,BGD,-4.907442331314087
banana,BHS,-5.701611280441284
banana,BLZ,-4.773700475692749
banana,BOL,-0.7089869379997253
banana,BRA,-2.1484917402267456
banana,BRB,-7.5
banana,BRN,-1.9960423707962036
banana,BTN,-7.5
banana,BWA,-0.0
banana,CAF,-7.5
banana,CHL,-0.0
banana,CHN,-7.5
banana,CIV,-7.5
banana,CMR,-7.37291145324707
banana,COD,-7.5
banana,COG,-7.5
banana,COL,-7.5
banana,COM,-7.5
banana,CPV,-7.5
banana,CRI,-7.5
banana,CUB,-7.444797992706299
banana,CYP,-3.5807487964630127
banana,DJI,-0.0
banana,DOM,-1.9253215193748474
banana,DZA,-1.7567592859268188
banana,ECU,-3.789535641670227
banana,EGY,-7.5
banana,ERI,-4.768052101135254
banana,ESP,-7.5
banana,ETH,-0.2293231338262558
banana,FJI,-5.631571292877197
banana,FRA,-4.2172300815582275
banana,GAB,-7.5
banana,GHA,-1.7776051759719849
banana,GIN,0.507595032453537
banana,GMB,-0.0
banana,GNB,-7.5
banana,GNQ,-7.5
banana,GRC,-7.5
banana,GRD,-1.1112971305847168
banana,GTM,-0.20870709419250488
banana,GUF,7.5
banana,GUY,-7.5
banana,HND,-7.5
banana,HTI,-7.090696096420288
banana,IDN,3.8170498609542847
banana,IND,4.272392749786377
banana,IRN,-7.5
banana,IRQ,7.5
banana,ISR,-7.5
banana,JAM,-2.1946396827697754
banana,JOR,-7.5
banana,KEN,-1.3334147930145264
banana,KHM,-7.0168373584747314
banana,LAO,-3.831998586654663
banana,LBN,-7.5
banana,LBR,-7.5
banana,LKA,-4.299564838409424
banana,MAR,-7.5
banana,MDG,-7.5
banana,MEX,0.4291626214981079
banana,MLI,-7.5
banana,MMR,-6.545746326446533
banana,MOZ,-7.5
banana,MRT,-6.603187322616577
banana,MUS,-1.5701363682746887
